"X","EntrezGeneID","Length","MCL1.DG","MCL1.DH","MCL1.DI","MCL1.DJ","MCL1.DK","MCL1.DL","MCL1.LA","MCL1.LB","MCL1.LC","MCL1.LD","MCL1.LE","MCL1.LF"
4692,217431,2986,901,953,854,742,554,488,827,878,558,504,195,243
4693,100526470,83,0,0,0,0,0,0,0,0,0,0,0,0
4694,100503365,328,0,0,0,0,0,0,0,0,0,0,0,0
4695,18263,2547,8536,10141,9894,6889,3338,2457,4969,3743,4775,4520,13795,13192
4696,53602,1561,446,371,329,215,219,291,919,864,217,151,79,66
4697,668525,1485,108,97,63,59,62,72,126,116,50,52,22,35
4698,245297,3232,61,59,55,41,35,41,63,63,76,49,8,12
4699,668539,972,0,0,0,0,0,0,0,0,1,0,0,0
4700,100043324,724,255,246,235,214,207,240,228,257,263,244,96,106
4701,236366,2542,2,4,3,0,5,0,1,2,0,2,1,1
4702,668558,2349,8,12,7,4,4,7,10,8,4,1,2,4
4703,668413,581,2,3,1,3,0,2,4,1,1,0,0,1
4704,546524,2616,3,1,0,1,1,2,7,5,0,0,0,1
4705,544848,509,1,2,1,1,0,0,1,0,0,0,0,0
4706,629055,830,0,1,0,0,0,0,0,1,0,0,0,0
4707,100042706,1104,1,0,1,1,0,0,0,0,1,0,0,0
4708,100042727,1824,0,0,0,0,0,0,0,0,0,0,0,0
4709,668605,564,0,0,0,0,0,0,0,0,0,0,0,0
4710,100861711,1290,81,39,29,28,32,41,55,35,23,22,8,8
4711,668455,738,33,40,48,32,18,24,40,46,34,34,20,25
4712,100503846,632,0,0,0,0,0,0,0,1,0,0,0,0
4713,675713,573,3,3,2,0,4,3,3,4,1,5,0,1
4714,69513,1727,1,4,1,2,3,2,0,1,1,0,0,0
4715,382686,632,11,7,2,6,3,5,4,2,1,1,0,0
4716,100503913,896,3,3,3,1,1,2,1,3,3,3,0,0
4717,211914,5679,1254,1185,888,675,951,1014,811,780,690,698,423,406
4718,16413,1874,303,296,457,449,566,497,183,210,302,247,228,237
4719,54451,2560,864,644,787,658,626,614,1027,911,778,632,530,580
4720,67732,926,237,268,244,245,189,206,291,316,217,237,157,144
4721,11491,4410,1258,1160,1138,1073,994,870,1277,1326,988,856,604,610
4722,22630,2110,5009,4553,4683,4389,4413,4053,4428,4073,2179,2027,979,899
4723,100043407,885,17,8,14,14,45,42,24,27,10,6,10,8
4724,628850,1263,21,11,13,7,11,8,12,9,6,3,0,4
4725,434693,738,504,496,471,397,187,162,566,494,458,358,199,189
4726,100043416,1176,12,5,10,4,3,1,11,16,8,1,1,2
4727,69732,1407,22,14,22,13,10,7,20,8,5,4,2,2
4728,100862386,525,0,0,0,0,0,0,1,0,0,0,0,0
4729,668662,1886,36,21,32,15,12,9,31,29,15,12,4,4
4730,100861601,1245,17,6,7,7,12,6,20,15,0,2,0,3
4731,66808,2268,9,9,7,4,3,5,12,5,6,4,1,1
4732,668714,971,3,2,3,3,2,5,7,4,5,4,1,3
4733,21340,2019,337,270,248,262,320,342,278,245,188,166,135,114
4734,195733,3530,265,283,247,135,32,45,1425,1435,1678,1550,794,750
4735,194655,3982,1510,1278,2225,1617,1043,1354,1508,1698,1700,1192,270,290
4736,12879,1838,31,21,19,24,13,15,1,1,1,0,0,1
4737,20135,2180,1028,1062,1204,965,301,230,573,606,643,378,1249,1011
4738,100861907,474,0,0,0,0,0,0,0,0,0,0,0,0
4739,67216,2802,363,453,865,673,544,438,519,575,294,312,97,73
4740,77480,7402,2043,2313,3911,4122,4254,3804,2190,2606,2157,2844,1370,1450
4741,15902,1272,2740,2097,2698,2556,1890,1919,1234,1273,1570,1365,641,1012
4742,432641,1115,1,4,37,39,52,27,0,2,0,0,1,1
4743,100502727,342,0,0,0,0,0,0,0,0,0,0,0,0
4744,74930,550,0,0,0,0,0,0,0,0,0,0,0,0
4745,108089,5163,257,319,373,394,171,197,72,90,5,10,4,2
4746,58185,3785,44,37,35,43,45,34,43,40,36,40,59,66
4747,22169,3189,74,61,72,39,63,48,66,100,177,248,1065,1096
4748,100504347,1973,0,0,0,0,0,0,0,0,0,0,0,0
4749,636791,2087,0,0,0,0,0,0,0,0,0,0,0,0
4750,20666,8451,57,70,290,74,86,80,6,10,15,10,2,1
4751,328069,2998,0,0,0,0,0,0,0,0,0,0,0,0
4752,68511,1434,0,0,0,0,0,0,0,0,0,0,0,0
4753,94041,1460,0,0,0,0,0,0,0,0,0,0,0,0
4754,71693,1383,29,30,6,6,3,6,9,7,4,10,2,1
4755,20115,961,1156,1381,1242,1020,600,557,1675,1685,1282,1097,409,398
4756,19819,1457,208,181,158,152,141,158,253,240,130,96,117,132
4757,104923,1676,543,505,691,676,504,475,961,874,1185,1046,679,648
4758,217449,4259,595,498,599,643,676,720,491,517,494,454,319,326
4759,380752,1692,251,158,193,176,233,236,297,271,305,310,200,181
4760,100504402,1291,0,0,0,0,0,0,0,0,0,0,0,0
4761,17933,7523,0,0,3,0,3,6,1,2,1,0,0,3
4762,328075,3057,0,0,0,0,0,0,0,0,0,0,0,0
4763,69675,6614,4812,6205,10063,9320,8888,8734,2111,2338,1505,1242,511,493
4764,22018,3282,0,4,8,10,3,9,2,8,1,2,2,7
4765,268534,2337,120,125,161,167,117,115,42,51,6,5,8,9
4766,69566,1547,0,0,0,0,0,0,0,0,0,0,0,0
4767,211986,2958,402,368,522,588,568,627,266,233,228,185,220,233
4768,100294583,1507,6,16,4,4,2,2,4,1,0,0,0,0
4769,11431,3221,79,75,114,91,94,79,135,143,91,69,61,66
4770,24057,1736,132,135,134,145,170,182,296,350,250,405,68,65
4771,104943,2670,473,414,258,235,201,183,1711,1828,888,818,204,150
4772,629667,210,0,0,0,0,0,0,0,0,0,0,0,0
4773,16777,5778,13093,12835,17500,14050,13475,10684,2377,1853,1359,1826,1098,1301
4774,13382,2243,1901,1743,2279,1783,1560,1518,2252,2413,2797,2287,2654,2633
4775,13487,2628,1,0,0,0,0,0,0,0,0,0,0,0
4776,104836,4007,586,459,415,296,201,259,599,588,406,362,140,131
4777,23985,3083,0,0,0,0,0,0,0,0,0,0,0,1
4778,12033,2008,717,617,812,739,585,583,368,360,222,137,128,110
4779,71916,1768,70,40,59,44,31,36,89,68,47,46,44,40
4780,238123,2997,423,393,444,490,428,399,446,451,425,363,389,383
4781,73010,4587,1,0,0,0,0,0,0,0,0,0,0,0
4782,73389,4240,2388,1913,2187,1842,2591,2713,2064,2392,1980,1967,1399,967
4783,19088,3358,387,416,456,442,317,352,859,899,274,277,138,129
4784,100504461,1076,0,0,0,0,0,0,0,0,0,0,0,0
4785,30955,6954,5,16,1,7,0,2,418,575,13,8,8,6
4786,100504475,298,0,0,1,3,3,2,2,3,2,1,1,1
4787,72123,4155,363,254,198,138,159,149,666,749,539,546,112,98
4788,59027,4547,4862,4383,5524,3834,3943,3183,2013,1951,3115,2677,3009,3053
4789,100504486,2804,157,84,85,74,100,115,41,29,26,37,30,74
4790,74076,1633,3,4,18,17,10,11,2,8,5,13,8,11
4791,19027,4689,2289,2178,4147,3717,2859,2593,2742,2774,2757,2591,1744,1746
4792,68764,2953,0,1,0,6,2,1,0,0,0,0,0,3
4793,320046,1551,109,84,184,153,113,101,6,2,1,10,2,7
4794,380753,4278,733,718,939,950,736,715,245,295,349,353,229,246
4795,100504517,1831,1,0,1,1,0,2,1,0,0,2,0,2
4796,75040,675,2,0,0,0,0,0,0,0,0,0,0,0
4797,28071,2324,461,490,600,444,232,181,402,384,379,321,191,191
4798,114712,886,0,0,0,0,0,0,0,0,0,0,0,0
4799,22160,1630,53,52,32,56,19,25,9,12,4,0,1,3
4800,100861990,2847,1,0,0,1,1,0,0,0,0,0,0,0
4801,79221,4428,12,18,3,5,5,3,2,1,0,0,0,0
4802,75456,1676,0,0,0,0,0,0,0,0,0,2,0,0
4803,217463,6226,765,700,1082,941,1409,1280,919,1045,711,642,805,871
4804,100169866,1859,2,2,0,5,3,0,4,5,2,2,4,2
4805,751520,87,0,0,0,0,1,0,0,0,0,0,0,0
4806,11622,5494,2135,1567,2417,1667,1074,981,805,998,1181,980,160,163
4807,71581,1058,29,11,5,3,1,6,1,0,1,1,0,0
4808,403205,819,2,1,2,5,33,26,11,18,8,22,0,0
4809,23795,760,1,0,0,0,0,0,1,1,2,4,5,11
4810,66109,1923,378,444,104,89,83,87,1453,2523,167,248,483,460
4811,100862018,317,0,0,0,0,0,0,6,12,0,0,2,1
4812,432649,1451,117,99,178,149,95,83,197,165,165,155,115,96
4813,66912,1871,3020,2578,3130,2523,1999,1613,3695,4457,2530,2376,1242,1169
4814,217473,2446,475,304,393,427,554,586,385,392,246,227,184,231
4815,71156,1323,0,0,0,0,0,1,0,0,0,0,0,0
4816,66042,1751,598,526,1151,1679,1234,1464,9,9,5,4,2,4
4817,75847,2690,171,173,205,207,204,210,156,182,137,129,65,75
4818,100628578,74,0,0,0,0,0,0,0,0,0,0,0,0
4819,17286,2348,94,137,21,24,40,34,10,27,3,1,5,4
4820,319660,2155,44,54,51,61,43,37,54,47,57,49,89,92
4821,217480,5544,38,41,9,21,3,4,1,5,0,0,0,0
4822,73867,919,0,0,0,0,0,0,0,0,0,0,0,0
4823,14009,4223,218,238,320,249,315,340,82,90,3,3,1,1
4824,11861,3807,861,739,856,629,476,504,1027,993,791,779,1144,1517
4825,20259,2999,117,108,39,45,16,19,835,794,282,185,103,88
4826,380755,1213,9,10,9,8,9,7,9,13,7,6,1,7
4827,15982,1816,19491,18797,27019,24121,19250,15293,23490,21142,26245,25419,10869,7484
4828,100316693,100,18,12,23,27,13,21,31,45,30,35,36,37
4829,629820,401,0,3,3,2,2,2,5,1,2,3,3,1
4830,246196,2454,370,310,288,217,261,270,523,569,467,398,155,145
4831,238130,8072,367,338,234,296,307,367,178,175,208,184,141,116
4832,93757,1177,49,64,85,69,48,31,45,39,35,23,5,8
4833,16981,3185,17,35,72,58,47,63,1,1,0,0,0,1
4834,27362,1865,6613,4698,4039,2999,4020,3932,1398,1405,935,1016,1416,1302
4835,100039062,3025,210,200,229,196,93,60,151,147,87,75,55,66
4836,67452,4406,1373,1334,1579,1437,1532,1605,1447,1670,2567,2278,1261,1200
4837,319504,7581,135,112,314,791,362,273,4,7,10,22,24,23
4838,217517,4325,411,360,250,320,189,213,1121,1201,401,368,258,254
4839,664883,7000,11,18,9,7,5,1,6,6,0,1,0,2
4840,217536,1728,415,392,342,220,250,296,328,313,338,349,222,174
4841,15228,3985,1,3,0,0,1,0,0,0,0,0,0,0
4842,67293,854,0,0,0,0,0,0,0,0,0,0,0,0
4843,620583,2931,0,0,0,0,0,0,0,0,0,0,0,0
4844,69054,708,0,0,0,0,0,0,0,0,0,0,0,0
4845,18760,3778,560,465,632,590,701,641,147,182,69,61,28,20
4846,217558,6726,337,258,214,155,141,200,473,476,332,318,429,365
4847,76983,2091,625,506,498,473,527,477,817,940,1017,730,1151,1384
4848,12810,2683,57,56,3,4,1,2,2,3,0,1,0,0
4849,94186,4164,3011,3107,3786,3245,3329,2820,2105,2298,2049,1985,1089,1068
4850,11782,1113,398,432,572,572,450,407,379,332,502,398,257,248
4851,207304,8988,5464,5214,5431,4784,4305,3951,6444,7176,7379,6804,3251,3100
4852,544864,3627,47,56,68,63,28,43,69,114,104,83,56,59
4853,320487,7761,949,825,957,958,1143,1176,613,719,588,477,416,453
4854,328092,2564,61,68,86,95,77,95,148,116,101,116,96,112
4855,14762,1388,0,0,0,0,0,0,0,0,0,0,0,0
4856,76826,1193,76,71,92,71,61,61,121,125,111,98,38,39
4857,11855,5197,3748,2854,4244,5063,8224,7698,2127,2216,1547,1730,829,836
4858,73278,304,0,0,0,0,0,0,0,0,0,0,0,0
4859,238161,10263,79,58,48,75,70,65,4,11,2,1,0,3
4860,27386,5879,340,335,414,375,454,392,259,205,89,72,12,18
4861,67335,282,0,0,0,0,1,0,0,0,0,0,0,0
4862,112407,2676,1066,924,3433,2455,1384,1331,1009,778,1045,1211,479,493
4863,665239,591,0,0,0,0,0,0,0,0,0,0,0,0
4864,100038648,3622,0,0,2,0,1,2,0,0,0,0,0,0
4865,104725,1363,938,814,1200,912,862,830,562,626,882,718,577,577
4866,100316682,80,0,0,0,0,0,0,0,0,0,0,0,0
4867,66266,1043,348,284,253,274,448,438,507,499,356,328,239,177
4868,72183,1879,1110,1072,1249,1076,1187,1047,1859,1884,1247,1187,561,538
4869,12632,2940,1356,1307,3448,3216,4078,3362,983,1224,1293,1147,401,357
4870,217578,6179,3118,3747,5053,4077,1827,1303,3920,4385,5440,5281,903,936
4871,72658,1187,149,100,115,84,63,76,157,119,75,61,55,57
4872,665137,778,176,122,145,106,72,65,160,131,111,83,21,22
4873,24067,4264,2471,2262,2986,2662,2823,2467,3042,3434,4451,3658,4775,5131
4874,73385,3863,509,495,541,486,789,714,1037,1115,1119,1236,479,460
4875,100039815,912,147,145,136,104,147,130,198,186,140,174,72,96
4876,665155,3286,128,106,109,95,89,100,118,143,163,151,137,176
4877,100101807,3863,61,51,65,69,97,76,134,111,97,120,70,52
4878,100039830,912,11,26,14,14,17,14,23,21,25,14,7,10
4879,100101806,2516,327,330,401,337,400,335,414,472,616,515,635,684
4880,100503822,1075,93,90,81,103,125,126,110,149,100,124,67,60
4881,59032,2395,293,206,206,190,275,237,380,368,347,319,138,151
4882,66132,3117,297,198,224,157,151,173,572,545,766,696,192,150
4883,26443,997,1915,1649,1972,1830,1635,1376,2810,2589,2969,2299,1108,1035
4884,18035,1579,9493,7776,9654,9782,7488,7388,24368,21212,18684,21386,9338,8468
4885,79459,1575,258,255,374,345,275,254,179,223,217,194,108,125
4886,56856,3102,0,0,0,1,1,0,0,0,0,1,0,0
4887,56784,7904,2662,2678,2238,2051,2117,1910,2609,2629,1732,1637,892,925
4888,52592,2566,474,396,624,589,692,630,233,264,188,165,166,173
4889,100503961,1221,0,0,0,0,0,0,0,0,0,0,0,0
4890,217588,1509,190,161,134,125,141,210,189,161,134,144,68,87
4891,621837,231,653,624,782,842,592,479,726,681,680,683,546,524
4892,104798,2288,0,0,0,0,0,0,0,0,0,0,0,0
4893,21869,2865,0,2,1,0,0,0,0,0,0,0,0,0
4894,97836,617,0,0,0,0,0,0,0,0,0,0,0,0
4895,18094,1260,0,0,0,0,0,0,0,0,0,0,0,0
4896,18511,2574,0,3,3,1,2,3,3,2,0,1,0,1
4897,217593,2766,16,14,67,61,138,100,0,0,1,1,0,0
4898,328099,4006,980,926,1010,762,561,580,1202,1082,983,845,535,546
4899,73490,1454,83,97,101,117,108,79,120,128,96,82,29,23
4900,100504018,1480,5,4,1,1,1,1,386,301,9,8,26,25
4901,100040044,1040,1,0,1,2,0,0,69,66,5,1,6,3
4902,15375,3188,107,85,18,18,5,9,3375,3670,248,254,234,183
4903,70846,1475,3,0,0,0,0,0,179,146,3,2,6,7
4904,100504027,1426,0,0,0,0,0,0,39,31,1,2,3,3
4905,100503562,3217,7,3,0,1,0,0,689,710,18,16,22,28
4906,20605,3869,91,112,8,15,9,16,0,1,0,0,0,0
4907,66864,4539,100,154,22,25,33,47,9,51,6,3,4,7
4908,100504043,3093,5,2,3,3,2,3,2,4,2,4,2,1
4909,20334,4108,1247,1257,1569,1504,1383,1170,693,845,778,769,491,474
4910,66603,1106,166,135,133,133,107,136,149,142,135,95,107,101
4911,78232,1255,440,465,474,509,590,562,526,559,282,274,257,260
4912,18949,3469,1727,1658,2292,1622,1084,1065,2077,2206,1506,1289,639,803
4913,338320,1628,8,4,11,11,0,2,38,41,0,2,3,5
4914,217615,3082,1333,1136,1140,906,1015,965,2173,1967,2768,2312,2433,2325
4915,70611,3446,2796,2002,1496,1159,1311,1338,807,897,740,657,380,358
4916,100504078,1246,0,0,0,0,0,0,0,0,0,0,0,0
4917,100504101,1089,0,0,0,0,0,0,0,0,0,0,0,0
4918,238205,3726,38,93,65,35,32,30,0,0,0,0,0,0
4919,73309,521,0,0,0,0,0,0,0,0,0,0,0,0
4920,623046,3566,0,0,0,0,0,0,0,0,0,0,0,0
4921,217648,1463,140,128,74,77,106,94,247,237,154,134,27,34
4922,66689,2854,112,111,78,82,108,75,258,318,222,249,136,152
4923,328108,6434,1606,1411,829,647,601,630,1806,1785,1020,1078,524,579
4924,328110,4068,1200,1118,1093,864,763,892,1525,1549,1181,1125,503,604
4925,30795,945,278,251,192,171,145,121,531,559,635,476,237,258
4926,104806,7775,535,589,437,317,260,196,368,418,314,177,258,266
4927,217653,4017,68,53,79,56,17,15,105,111,98,46,143,104
4928,70948,2228,22,20,18,18,8,19,26,22,18,24,14,12
4929,238217,1023,0,0,0,0,0,0,0,0,0,0,0,0
4930,320772,9834,13,4,2,0,1,0,371,188,3,10,2,2
4931,100316870,12530,3,2,2,2,3,1,0,0,1,0,0,0
4932,20090,390,555,574,519,478,288,254,726,706,517,568,239,240
4933,69706,1501,31,24,25,12,4,5,38,28,17,12,30,25
4934,66483,517,927,847,1001,825,638,503,1628,1585,1711,1417,1337,1345
4935,217664,2616,2696,2800,2351,2113,2254,1790,1787,1979,1773,1384,1364,1526
4936,109065,2639,417,311,161,135,140,136,152,155,80,51,63,65
4937,414085,2546,109,61,75,67,59,66,69,62,30,24,19,21
4938,18974,1695,245,305,199,197,187,93,181,154,130,59,70,92
4939,271005,1949,88,106,76,86,122,119,59,79,22,29,24,22
4940,69554,1946,1797,1760,1994,1669,1491,1351,1105,1165,796,706,396,368
4941,66244,3722,1131,908,1083,909,821,852,1269,1199,904,701,507,574
4942,11845,3731,7915,8409,10348,8926,7021,5860,7421,8664,8088,7010,2742,2384
4943,76062,1037,9,5,8,10,5,11,40,31,18,35,17,26
4944,207965,1027,184,159,280,232,143,138,255,263,202,162,145,105
4945,20663,5612,2323,1953,1623,1422,1882,1855,1543,1328,716,829,450,470
4946,217666,3338,340,313,467,280,171,162,325,363,378,294,278,279
4947,68055,1485,87,74,120,122,109,115,171,140,87,93,34,44
4948,71091,1689,16,7,21,26,46,39,1,5,2,4,0,1
4949,751538,110,0,0,0,0,0,0,0,0,0,0,0,0
4950,74724,1421,2,2,3,2,2,2,0,2,0,1,0,0
4951,399510,4454,1969,1836,2311,2192,2672,2716,926,863,661,632,317,330
4952,70934,1852,11,7,7,8,9,3,7,4,5,1,3,3
4953,73991,2818,132,176,241,291,377,312,33,36,11,8,5,5
4954,100040999,628,9,10,9,6,8,11,8,4,9,10,4,4
4955,64010,2524,1251,1168,1887,1926,1767,1568,1645,1873,1325,1399,603,652
4956,18080,10344,893,776,865,847,903,823,777,748,376,321,147,132
4957,791312,2278,7,8,4,4,3,2,4,2,3,3,1,2
4958,100504285,1080,3,0,0,0,2,0,0,0,0,0,0,0
4959,110095,2821,96,134,45,36,88,80,49,63,63,82,320,300
4960,414124,1296,0,0,0,0,0,0,0,0,0,0,0,0
4961,94090,7430,133,78,0,4,22,21,0,0,1,0,0,2
4962,72736,2320,955,896,889,768,656,580,947,902,832,745,792,791
4963,100861697,1220,10,9,3,8,2,9,15,11,14,11,13,9
4964,319710,4662,9445,6378,6262,6491,13133,14940,1646,1513,2031,2304,233,246
4965,56444,4022,1117,1091,1305,1149,1228,1162,1062,1106,708,690,533,544
4966,19167,1434,348,320,374,332,268,224,446,389,306,266,167,165
4967,73204,1589,144,97,132,93,111,81,119,130,86,75,51,61
4968,238247,5780,1571,1366,1000,859,1037,1088,1077,1097,772,839,432,405
4969,75266,596,1,0,0,0,1,0,1,1,1,1,0,0
4970,30056,1117,318,348,437,311,178,150,339,328,283,234,169,198
4971,76967,5763,364,374,330,289,258,291,286,304,173,157,173,187
4972,59036,3761,1048,674,522,363,281,343,22,35,17,8,5,7
4973,67348,637,0,0,0,0,0,0,0,0,0,0,0,0
4974,73815,767,0,0,0,0,0,0,0,0,0,0,0,0
4975,208846,6004,1916,1929,2423,2453,3200,3278,2311,2353,1926,1472,722,728
4976,238252,1374,50,60,70,44,27,24,41,42,59,52,9,5
4977,67217,1705,437,420,514,489,314,321,208,208,149,170,30,26
4978,104771,1976,460,354,374,360,410,474,383,323,296,296,196,166
4979,73936,2630,2,6,15,7,11,13,0,0,0,0,0,0
4980,104001,3710,1464,1886,2576,2813,2880,3039,22,25,3,7,2,1
4981,78257,5247,89,32,21,18,19,18,0,1,0,1,0,0
4982,67708,4420,304,230,233,231,337,350,116,123,40,36,56,48
4983,66375,1304,411,424,449,524,450,457,319,279,808,835,527,572
4984,19042,2789,1415,1257,1618,1463,1412,1357,1076,1282,1566,1328,595,615
4985,100861726,1074,1,0,0,1,0,0,0,0,0,0,0,0
4986,75801,1910,0,1,0,0,0,0,0,0,0,0,0,0
4987,20476,3956,0,0,0,0,0,0,0,0,0,0,0,0
4988,20471,2849,1,1,4,1,1,1,2,2,0,1,0,0
4989,20474,5572,99,55,89,46,45,73,166,181,108,72,76,75
4990,17420,2505,395,363,469,383,399,349,564,584,374,405,257,279
4991,76357,1669,71,40,75,60,52,56,136,166,126,106,68,71
4992,625098,2959,82,78,111,137,154,163,238,290,281,367,272,327
4993,380765,689,0,0,3,0,0,1,0,1,0,0,0,0
4994,238257,3282,259,191,111,85,53,62,1888,2172,696,580,700,749
4995,73644,1039,0,0,0,0,0,0,6,8,4,2,2,1
4996,18755,3301,321,495,269,199,124,132,986,1075,1604,1179,428,430
4997,666385,682,1,0,4,1,0,0,1,5,2,1,1,0
4998,15251,4761,4950,6403,11504,9751,7991,6152,3849,5441,3404,3156,3183,3208
4999,100504452,3947,19,16,25,7,13,4,4,1,5,2,16,18
5000,277089,675,8,10,6,4,8,11,6,2,2,0,1,1
5001,75627,2125,216,258,247,197,237,208,211,234,163,164,67,76
5002,238266,2705,1,0,2,1,0,0,0,0,0,0,0,0
5003,100504476,1161,0,0,0,0,0,0,0,0,0,0,0,0
5004,74284,1046,2,2,1,1,2,3,0,3,0,0,0,0
5005,386753,2995,0,1,2,1,1,1,0,0,0,0,0,0
5006,238271,4061,0,0,0,0,0,0,0,4,0,0,0,0
5007,80837,2358,905,1167,2221,2455,3129,2860,420,559,74,51,52,53
5008,217674,1614,0,5,4,2,7,9,2,2,2,1,8,5
5009,26932,4810,2339,2311,2444,2328,2599,2435,1467,1636,1331,1226,628,607
5010,72338,2981,11,15,27,12,10,7,28,19,2,10,9,3
5011,665931,832,0,0,0,0,0,0,0,0,0,0,0,0
5012,81535,3324,1405,1354,1845,1459,1078,1141,814,775,874,749,760,787
5013,319565,21718,4684,4557,2155,2771,5498,4262,1699,1517,535,532,280,295
5014,100628610,83,0,0,0,0,0,0,0,0,0,0,0,0
5015,13983,3362,4,6,7,7,4,2,0,1,1,1,3,1
5016,80384,2246,1,0,0,0,1,0,0,0,0,0,0,0
5017,108156,3324,2372,1658,1822,1370,1302,1163,1380,1249,893,481,852,761
5018,238276,6685,61,34,26,25,50,40,6,7,2,1,0,4
5019,109929,1777,121,136,99,111,82,94,79,88,49,50,39,40
5020,268564,3987,2863,2837,1668,1374,1398,1341,859,963,619,473,245,228
5021,100504512,984,4,2,5,6,9,12,5,11,2,0,1,3
5022,15512,2683,7908,5728,2596,2256,3392,3621,945,889,194,178,102,111
5023,210762,1453,43,59,18,11,14,11,60,93,19,31,9,9
5024,100041694,893,1,0,0,0,1,3,1,0,0,0,0,0
5025,100628604,79,0,1,1,1,0,0,2,1,0,0,0,0
5026,263406,4955,1135,898,982,887,484,530,3808,4432,1504,1308,569,688
5027,100504549,540,2,0,4,1,0,1,45,38,59,63,14,20
5028,20741,10394,201,139,144,109,76,60,972,1139,922,862,894,1027
5029,211151,641,273,287,326,367,387,297,613,586,521,540,311,319
5030,14776,1067,10,7,6,6,3,4,13,11,11,19,23,19
5031,104886,3126,1225,1611,2120,2341,2194,1984,6254,6348,6268,6107,3436,2821
5032,110606,2560,483,381,499,457,386,368,673,708,581,498,331,335
5033,17187,2005,1251,1450,1521,1323,987,1018,1409,1482,1328,1157,437,428
5034,53618,3982,564,630,491,623,790,827,498,480,472,372,656,667
5035,626215,531,0,0,0,0,0,0,0,0,0,0,1,0
5036,268566,3402,738,665,1005,1028,672,653,1260,1293,1719,1798,1219,1332
5037,70897,1778,3,4,5,6,6,5,3,4,14,27,4,2
5038,56217,5515,2728,3054,4311,3844,4337,3425,2920,3338,2791,2571,1049,893
5039,73834,1410,552,552,753,756,742,693,1299,1411,1491,1636,1192,1207
5040,13665,3152,1639,1638,2012,1588,994,803,1970,1889,1672,1346,925,1028
5041,27260,1551,669,632,734,502,406,374,286,292,152,80,120,118
5042,268567,3961,584,576,1703,1675,968,920,247,300,242,171,117,127
5043,211945,6439,441,537,399,269,66,45,1030,973,254,222,67,81
5044,110417,2353,110,95,130,173,144,166,187,182,77,54,59,42
5045,11847,1417,264,234,161,91,72,81,1607,1229,719,784,560,451
5046,53612,1281,707,550,532,521,656,557,1056,1089,849,742,487,532
5047,17252,1574,920,859,1551,1262,1331,1108,509,520,420,385,739,600
5048,77974,1674,68,60,50,62,76,78,8,13,3,1,0,1
5049,211978,9368,587,533,273,262,370,430,571,580,343,326,328,229
5050,19363,2837,44,47,44,53,19,15,61,91,37,24,24,14
5051,12192,2984,54754,41104,48376,47680,54205,55935,7805,8128,6824,7012,2849,3645
5052,69548,4845,248,232,181,210,280,301,186,216,95,104,37,51
5053,109711,3739,18902,16992,23456,22958,18811,16212,4385,4219,2607,2528,648,612
5054,320808,5707,1448,1090,1014,944,1040,1138,971,1048,816,723,390,473
5055,100217447,124,0,0,0,0,0,1,0,0,0,0,0,0
5056,97827,3323,595,617,387,368,466,509,559,540,370,411,175,170
5057,69522,508,4,7,0,1,1,0,0,0,0,0,0,0
5058,108760,3920,1192,1308,234,227,79,59,14,33,9,14,1,1
5059,13877,812,953,882,860,772,418,335,1290,1216,1110,927,360,357
5060,328133,5230,1132,978,863,801,808,860,1937,1939,1478,1237,1250,1194
5061,68354,941,1,0,1,0,0,0,13,7,2,1,5,9
5062,217682,3527,5,14,2,5,3,0,130,114,6,15,90,137
5063,380768,4399,0,1,1,0,0,0,3,2,0,0,0,3
5064,217684,5065,6110,6920,5247,4758,3254,2682,5388,5594,3530,2952,2163,2139
5065,67340,377,0,0,0,0,0,0,0,0,0,0,0,0
5066,100504661,1142,3,4,2,3,0,6,8,18,6,5,9,6
5067,20384,1653,10307,9013,7817,6641,6080,7331,8236,9545,7053,6202,2906,3299
5068,20493,2102,8,11,5,4,8,6,4,4,2,1,2,1
5069,64075,3496,37,41,47,27,43,50,398,516,318,191,5,13
5070,100526532,84,0,0,0,0,0,0,0,0,0,1,0,0
5071,110893,5068,1,2,1,1,2,1,0,1,1,0,1,2
5072,100042143,2865,0,0,0,0,0,0,0,0,0,0,0,0
5073,214321,2496,5,7,7,4,10,13,11,8,13,6,6,17
5074,11498,2330,12,14,14,15,8,15,9,12,12,12,8,11
5075,66272,1997,247,266,253,308,227,203,386,356,380,367,358,326
5076,100504690,622,0,0,0,0,0,0,0,0,0,0,0,0
5077,24071,10398,1038,842,1045,1033,1203,1087,709,709,575,528,504,470
5078,56622,2911,1,0,2,0,1,1,1,3,1,4,0,2
5079,69792,1004,312,226,229,189,196,254,397,347,275,229,128,98
5080,100504704,757,0,0,0,0,0,0,0,0,1,1,0,0
5081,69480,2042,28,20,22,16,3,1,178,232,336,374,12,14
5082,338372,11896,165,133,163,120,77,85,607,677,855,878,251,243
5083,54604,12139,2744,2642,2298,2187,2723,2450,2486,2590,1581,1502,1202,1155
5084,217692,7701,673,577,692,596,793,607,873,888,158,139,64,35
5085,50779,2626,6,10,10,5,11,2,1,1,0,0,1,0
5086,791340,968,0,0,0,0,0,0,0,0,0,0,0,0
5087,74283,1082,0,0,0,0,0,0,0,0,0,0,0,0
5088,70127,1298,1,0,3,7,4,7,4,7,20,30,52,53
5089,73828,2182,432,421,388,339,440,479,555,626,1080,1007,784,760
